location,region,date,location_iso,region_iso,total_vaccinations,people_vaccinated,people_fully_vaccinated
Uruguay,Montevideo,2021-05-21,UY,UY-MO,988582.0,615010.0,373572.0
Uruguay,Paysandu,2021-05-21,UY,UY-PA,81603.0,49810.0,31793.0
Uruguay,Rio Negro,2021-05-21,UY,UY-RN,42232.0,24615.0,17617.0
Uruguay,Rivera,2021-05-21,UY,UY-RV,103671.0,57107.0,46564.0
Uruguay,Rocha,2021-05-21,UY,UY-RO,57072.0,34667.0,22405.0
Uruguay,Salto,2021-05-21,UY,UY-SA,82625.0,52754.0,29871.0
Uruguay,San Jose,2021-05-21,UY,UY-SJ,91502.0,56696.0,34806.0
Uruguay,Soriano,2021-05-21,UY,UY-SO,77087.0,45361.0,31726.0
Uruguay,Tacuarembo,2021-05-21,UY,UY-TA,65564.0,40627.0,24937.0
Uruguay,Treinta y Tres,2021-05-21,UY,UY-TT,45387.0,25823.0,19564.0
Uruguay,Artigas,2021-05-22,UY,UY-AR,72091.0,44409.0,27682.0
Uruguay,Canelones,2021-05-22,UY,UY-CA,290393.0,192740.0,97653.0
Uruguay,Cerro Largo,2021-05-22,UY,UY-CL,72395.0,41836.0,30559.0
Uruguay,Colonia,2021-05-22,UY,UY-CO,98203.0,61588.0,36615.0
Uruguay,Durazno,2021-05-22,UY,UY-DU,65974.0,36292.0,29682.0
Uruguay,Flores,2021-05-22,UY,UY-FS,21050.0,13706.0,7344.0
Uruguay,Florida,2021-05-22,UY,UY-FD,62544.0,36776.0,25768.0
Uruguay,Lavalleja,2021-05-22,UY,UY-LA,53674.0,32022.0,21652.0
Uruguay,Maldonado,2021-05-22,UY,UY-MA,170161.0,104892.0,65269.0
Uruguay,Montevideo,2021-05-22,UY,UY-MO,992594.0,618884.0,373710.0
Uruguay,Paysandu,2021-05-22,UY,UY-PA,82215.0,50266.0,31949.0
Uruguay,Rio Negro,2021-05-22,UY,UY-RN,42232.0,24615.0,17617.0
Uruguay,Rivera,2021-05-22,UY,UY-RV,103671.0,57107.0,46564.0
Uruguay,Rocha,2021-05-22,UY,UY-RO,57072.0,34667.0,22405.0
Uruguay,Salto,2021-05-22,UY,UY-SA,84274.0,54390.0,29884.0
Uruguay,San Jose,2021-05-22,UY,UY-SJ,92766.0,57936.0,34830.0
Uruguay,Soriano,2021-05-22,UY,UY-SO,77096.0,45370.0,31726.0
Uruguay,Tacuarembo,2021-05-22,UY,UY-TA,65564.0,40627.0,24937.0
Uruguay,Treinta y Tres,2021-05-22,UY,UY-TT,45387.0,25823.0,19564.0
Uruguay,Artigas,2021-05-23,UY,UY-AR,72091.0,44409.0,27682.0
Uruguay,Canelones,2021-05-23,UY,UY-CA,291983.0,193902.0,98081.0
Uruguay,Cerro Largo,2021-05-23,UY,UY-CL,72395.0,41836.0,30559.0
Uruguay,Colonia,2021-05-23,UY,UY-CO,98203.0,61588.0,36615.0
Uruguay,Durazno,2021-05-23,UY,UY-DU,65974.0,36292.0,29682.0
Uruguay,Flores,2021-05-23,UY,UY-FS,21050.0,13706.0,7344.0
Uruguay,Florida,2021-05-23,UY,UY-FD,62544.0,36776.0,25768.0
Uruguay,Lavalleja,2021-05-23,UY,UY-LA,53674.0,32022.0,21652.0
Uruguay,Maldonado,2021-05-23,UY,UY-MA,170161.0,104892.0,65269.0
Uruguay,Montevideo,2021-05-23,UY,UY-MO,992594.0,618884.0,373710.0
Uruguay,Paysandu,2021-05-23,UY,UY-PA,82215.0,50266.0,31949.0
Uruguay,Rio Negro,2021-05-23,UY,UY-RN,42232.0,24615.0,17617.0
Uruguay,Rivera,2021-05-23,UY,UY-RV,103671.0,57107.0,46564.0
Uruguay,Rocha,2021-05-23,UY,UY-RO,57072.0,34667.0,22405.0
Uruguay,Salto,2021-05-23,UY,UY-SA,84274.0,54390.0,29884.0
Uruguay,San Jose,2021-05-23,UY,UY-SJ,92766.0,57936.0,34830.0
Uruguay,Soriano,2021-05-23,UY,UY-SO,77096.0,45370.0,31726.0
Uruguay,Tacuarembo,2021-05-23,UY,UY-TA,65582.0,40636.0,24946.0
Uruguay,Treinta y Tres,2021-05-23,UY,UY-TT,45387.0,25823.0,19564.0
Uruguay,Artigas,2021-05-24,UY,UY-AR,72637.0,44660.0,27977.0
Uruguay,Canelones,2021-05-24,UY,UY-CA,299988.0,200501.0,99487.0
Uruguay,Cerro Largo,2021-05-24,UY,UY-CL,72395.0,41836.0,30559.0
Uruguay,Colonia,2021-05-24,UY,UY-CO,99507.0,62694.0,36813.0
Uruguay,Durazno,2021-05-24,UY,UY-DU,66004.0,36304.0,29700.0
Uruguay,Flores,2021-05-24,UY,UY-FS,21050.0,13706.0,7344.0
Uruguay,Florida,2021-05-24,UY,UY-FD,63050.0,37130.0,25920.0
Uruguay,Lavalleja,2021-05-24,UY,UY-LA,54242.0,32578.0,21664.0
Uruguay,Maldonado,2021-05-24,UY,UY-MA,173182.0,107242.0,65940.0
Uruguay,Montevideo,2021-05-24,UY,UY-MO,1011134.0,635764.0,375370.0
Uruguay,Paysandu,2021-05-24,UY,UY-PA,83837.0,51792.0,32045.0
Uruguay,Rio Negro,2021-05-24,UY,UY-RN,42614.0,24885.0,17729.0
Uruguay,Rivera,2021-05-24,UY,UY-RV,103682.0,57118.0,46564.0
Uruguay,Rocha,2021-05-24,UY,UY-RO,58515.0,36065.0,22450.0
Uruguay,Salto,2021-05-24,UY,UY-SA,84274.0,54390.0,29884.0
Uruguay,San Jose,2021-05-24,UY,UY-SJ,92968.0,57959.0,35009.0
Uruguay,Soriano,2021-05-24,UY,UY-SO,77389.0,45629.0,31760.0
Uruguay,Tacuarembo,2021-05-24,UY,UY-TA,65851.0,40840.0,25011.0
Uruguay,Treinta y Tres,2021-05-24,UY,UY-TT,45624.0,26050.0,19574.0
Uruguay,Artigas,2021-05-25,UY,UY-AR,73051.0,44963.0,28088.0
Uruguay,Canelones,2021-05-25,UY,UY-CA,302799.0,202824.0,99975.0
Uruguay,Cerro Largo,2021-05-25,UY,UY-CL,72395.0,41836.0,30559.0
Uruguay,Colonia,2021-05-25,UY,UY-CO,99717.0,62878.0,36839.0
Uruguay,Durazno,2021-05-25,UY,UY-DU,66004.0,36304.0,29700.0
Uruguay,Flores,2021-05-25,UY,UY-FS,21053.0,13709.0,7344.0
Uruguay,Florida,2021-05-25,UY,UY-FD,63210.0,37269.0,25941.0
Uruguay,Lavalleja,2021-05-25,UY,UY-LA,54325.0,32649.0,21676.0
Uruguay,Maldonado,2021-05-25,UY,UY-MA,173952.0,107854.0,66098.0
Uruguay,Montevideo,2021-05-25,UY,UY-MO,1015562.0,639638.0,375924.0
Uruguay,Paysandu,2021-05-25,UY,UY-PA,83837.0,51792.0,32045.0
Uruguay,Rio Negro,2021-05-25,UY,UY-RN,42654.0,24914.0,17740.0
Uruguay,Rivera,2021-05-25,UY,UY-RV,103682.0,57118.0,46564.0
Uruguay,Rocha,2021-05-25,UY,UY-RO,58700.0,36243.0,22457.0
Uruguay,Salto,2021-05-25,UY,UY-SA,84274.0,54390.0,29884.0
Uruguay,San Jose,2021-05-25,UY,UY-SJ,92968.0,57959.0,35009.0
Uruguay,Soriano,2021-05-25,UY,UY-SO,77439.0,45679.0,31760.0
Uruguay,Tacuarembo,2021-05-25,UY,UY-TA,65851.0,40840.0,25011.0
Uruguay,Treinta y Tres,2021-05-25,UY,UY-TT,45730.0,26151.0,19579.0
Uruguay,Artigas,2021-05-26,UY,UY-AR,74261.0,45716.0,28545.0
Uruguay,Canelones,2021-05-26,UY,UY-CA,317221.0,215046.0,102175.0
Uruguay,Cerro Largo,2021-05-26,UY,UY-CL,72395.0,41836.0,30559.0
Uruguay,Colonia,2021-05-26,UY,UY-CO,101956.0,64867.0,37089.0
Uruguay,Durazno,2021-05-26,UY,UY-DU,66044.0,36327.0,29717.0
Uruguay,Flores,2021-05-26,UY,UY-FS,21056.0,13709.0,7347.0
Uruguay,Florida,2021-05-26,UY,UY-FD,63778.0,37816.0,25962.0
Uruguay,Lavalleja,2021-05-26,UY,UY-LA,54788.0,33100.0,21688.0
Uruguay,Maldonado,2021-05-26,UY,UY-MA,177288.0,110657.0,66631.0
Uruguay,Montevideo,2021-05-26,UY,UY-MO,1047523.0,668832.0,378691.0
Uruguay,Paysandu,2021-05-26,UY,UY-PA,83849.0,51804.0,32045.0
Uruguay,Rio Negro,2021-05-26,UY,UY-RN,42836.0,25084.0,17752.0
Uruguay,Rivera,2021-05-26,UY,UY-RV,103792.0,57162.0,46630.0
Uruguay,Rocha,2021-05-26,UY,UY-RO,60581.0,38071.0,22510.0
Uruguay,Salto,2021-05-26,UY,UY-SA,84342.0,54404.0,29938.0
Uruguay,San Jose,2021-05-26,UY,UY-SJ,92992.0,57959.0,35033.0
Uruguay,Soriano,2021-05-26,UY,UY-SO,77881.0,46105.0,31776.0
Uruguay,Tacuarembo,2021-05-26,UY,UY-TA,65944.0,40924.0,25020.0
Uruguay,Treinta y Tres,2021-05-26,UY,UY-TT,46028.0,26403.0,19625.0
Uruguay,Artigas,2021-05-27,UY,UY-AR,75006.0,46210.0,28796.0
Uruguay,Canelones,2021-05-27,UY,UY-CA,325715.0,222195.0,103520.0
Uruguay,Cerro Largo,2021-05-27,UY,UY-CL,72458.0,41890.0,30568.0
Uruguay,Colonia,2021-05-27,UY,UY-CO,102957.0,65789.0,37168.0
Uruguay,Durazno,2021-05-27,UY,UY-DU,66068.0,36345.0,29723.0
Uruguay,Flores,2021-05-27,UY,UY-FS,21103.0,13754.0,7349.0
Uruguay,Florida,2021-05-27,UY,UY-FD,64160.0,38191.0,25969.0
Uruguay,Lavalleja,2021-05-27,UY,UY-LA,54788.0,33100.0,21688.0
Uruguay,Maldonado,2021-05-27,UY,UY-MA,178118.0,111309.0,66809.0
Uruguay,Montevideo,2021-05-27,UY,UY-MO,1065925.0,685435.0,380490.0
Uruguay,Paysandu,2021-05-27,UY,UY-PA,84161.0,52056.0,32105.0
Uruguay,Rio Negro,2021-05-27,UY,UY-RN,42883.0,25125.0,17758.0
Uruguay,Rivera,2021-05-27,UY,UY-RV,103988.0,57282.0,46706.0
Uruguay,Rocha,2021-05-27,UY,UY-RO,61547.0,39015.0,22532.0
Uruguay,Salto,2021-05-27,UY,UY-SA,84396.0,54431.0,29965.0
Uruguay,San Jose,2021-05-27,UY,UY-SJ,93147.0,58102.0,35045.0
Uruguay,Soriano,2021-05-27,UY,UY-SO,77941.0,46156.0,31785.0
Uruguay,Tacuarembo,2021-05-27,UY,UY-TA,66176.0,41128.0,25048.0
Uruguay,Treinta y Tres,2021-05-27,UY,UY-TT,46154.0,26459.0,19695.0
Uruguay,Artigas,2021-05-28,UY,UY-AR,75575.0,46469.0,29106.0
Uruguay,Canelones,2021-05-28,UY,UY-CA,333843.0,228979.0,104864.0
Uruguay,Cerro Largo,2021-05-28,UY,UY-CL,72503.0,41917.0,30586.0
Uruguay,Colonia,2021-05-28,UY,UY-CO,104064.0,66751.0,37313.0
Uruguay,Durazno,2021-05-28,UY,UY-DU,66263.0,36475.0,29788.0
Uruguay,Flores,2021-05-28,UY,UY-FS,21103.0,13754.0,7349.0
Uruguay,Florida,2021-05-28,UY,UY-FD,64388.0,38412.0,25976.0
Uruguay,Lavalleja,2021-05-28,UY,UY-LA,54916.0,33205.0,21711.0
Uruguay,Maldonado,2021-05-28,UY,UY-MA,178394.0,111526.0,66868.0
Uruguay,Montevideo,2021-05-28,UY,UY-MO,1083220.0,700240.0,382980.0
Uruguay,Paysandu,2021-05-28,UY,UY-PA,84161.0,52056.0,32105.0
Uruguay,Rio Negro,2021-05-28,UY,UY-RN,42895.0,25125.0,17770.0
Uruguay,Rivera,2021-05-28,UY,UY-RV,103999.0,57282.0,46717.0
Uruguay,Rocha,2021-05-28,UY,UY-RO,62023.0,39476.0,22547.0
Uruguay,Salto,2021-05-28,UY,UY-SA,84529.0,54551.0,29978.0
Uruguay,San Jose,2021-05-28,UY,UY-SJ,93325.0,58102.0,35223.0
Uruguay,Soriano,2021-05-28,UY,UY-SO,78041.0,46206.0,31835.0
Uruguay,Tacuarembo,2021-05-28,UY,UY-TA,67040.0,41871.0,25169.0
Uruguay,Treinta y Tres,2021-05-28,UY,UY-TT,46468.0,26631.0,19837.0
Uruguay,Artigas,2021-05-29,UY,UY-AR,76770.0,47236.0,29534.0
Uruguay,Canelones,2021-05-29,UY,UY-CA,337265.0,232279.0,104986.0
Uruguay,Cerro Largo,2021-05-29,UY,UY-CL,72503.0,41917.0,30586.0
Uruguay,Colonia,2021-05-29,UY,UY-CO,105315.0,67659.0,37656.0
Uruguay,Durazno,2021-05-29,UY,UY-DU,66781.0,36492.0,30289.0
Uruguay,Flores,2021-05-29,UY,UY-FS,21103.0,13754.0,7349.0
Uruguay,Florida,2021-05-29,UY,UY-FD,64388.0,38412.0,25976.0
Uruguay,Lavalleja,2021-05-29,UY,UY-LA,55326.0,33217.0,22109.0
Uruguay,Maldonado,2021-05-29,UY,UY-MA,179322.0,112000.0,67322.0
Uruguay,Montevideo,2021-05-29,UY,UY-MO,1098302.0,704806.0,393496.0
Uruguay,Paysandu,2021-05-29,UY,UY-PA,84161.0,52056.0,32105.0
Uruguay,Rio Negro,2021-05-29,UY,UY-RN,42900.0,25130.0,17770.0
Uruguay,Rivera,2021-05-29,UY,UY-RV,103999.0,57282.0,46717.0
Uruguay,Rocha,2021-05-29,UY,UY-RO,62446.0,39847.0,22599.0
Uruguay,Salto,2021-05-29,UY,UY-SA,84529.0,54551.0,29978.0
Uruguay,San Jose,2021-05-29,UY,UY-SJ,93683.0,58174.0,35509.0
Uruguay,Soriano,2021-05-29,UY,UY-SO,78141.0,46214.0,31927.0
Uruguay,Tacuarembo,2021-05-29,UY,UY-TA,67040.0,41871.0,25169.0
Uruguay,Treinta y Tres,2021-05-29,UY,UY-TT,46498.0,26646.0,19852.0
Uruguay,Artigas,2021-05-30,UY,UY-AR,76770.0,47236.0,29534.0
Uruguay,Canelones,2021-05-30,UY,UY-CA,338610.0,233501.0,105109.0
Uruguay,Cerro Largo,2021-05-30,UY,UY-CL,72503.0,41917.0,30586.0
Uruguay,Colonia,2021-05-30,UY,UY-CO,105315.0,67659.0,37656.0
Uruguay,Durazno,2021-05-30,UY,UY-DU,66781.0,36492.0,30289.0
Uruguay,Flores,2021-05-30,UY,UY-FS,21103.0,13754.0,7349.0
Uruguay,Florida,2021-05-30,UY,UY-FD,64388.0,38412.0,25976.0
Uruguay,Lavalleja,2021-05-30,UY,UY-LA,55337.0,33228.0,22109.0
Uruguay,Maldonado,2021-05-30,UY,UY-MA,179322.0,112000.0,67322.0
Uruguay,Montevideo,2021-05-30,UY,UY-MO,1098302.0,704806.0,393496.0
Uruguay,Paysandu,2021-05-30,UY,UY-PA,84161.0,52056.0,32105.0
Uruguay,Rio Negro,2021-05-30,UY,UY-RN,42900.0,25130.0,17770.0
Uruguay,Rivera,2021-05-30,UY,UY-RV,103999.0,57282.0,46717.0
Uruguay,Rocha,2021-05-30,UY,UY-RO,62468.0,39869.0,22599.0
Uruguay,Salto,2021-05-30,UY,UY-SA,84529.0,54551.0,29978.0
Uruguay,San Jose,2021-05-30,UY,UY-SJ,93683.0,58174.0,35509.0
Uruguay,Soriano,2021-05-30,UY,UY-SO,78141.0,46214.0,31927.0
Uruguay,Tacuarembo,2021-05-30,UY,UY-TA,67049.0,41871.0,25178.0
Uruguay,Treinta y Tres,2021-05-30,UY,UY-TT,46604.0,26752.0,19852.0
Uruguay,Artigas,2021-05-31,UY,UY-AR,78321.0,48609.0,29712.0
Uruguay,Canelones,2021-05-31,UY,UY-CA,344476.0,238145.0,106331.0
Uruguay,Cerro Largo,2021-05-31,UY,UY-CL,73667.0,42723.0,30944.0
Uruguay,Colonia,2021-05-31,UY,UY-CO,107515.0,69372.0,38143.0
Uruguay,Durazno,2021-05-31,UY,UY-DU,67519.0,37029.0,30490.0
Uruguay,Flores,2021-05-31,UY,UY-FS,21548.0,14058.0,7490.0
Uruguay,Florida,2021-05-31,UY,UY-FD,65442.0,39265.0,26177.0
Uruguay,Lavalleja,2021-05-31,UY,UY-LA,56362.0,34025.0,22337.0
Uruguay,Maldonado,2021-05-31,UY,UY-MA,182224.0,114329.0,67895.0
Uruguay,Montevideo,2021-05-31,UY,UY-MO,1114904.0,717258.0,397646.0
Uruguay,Paysandu,2021-05-31,UY,UY-PA,85495.0,52849.0,32646.0
Uruguay,Rio Negro,2021-05-31,UY,UY-RN,43596.0,25645.0,17951.0
Uruguay,Rivera,2021-05-31,UY,UY-RV,105004.0,58014.0,46990.0
Uruguay,Rocha,2021-05-31,UY,UY-RO,63397.0,40494.0,22903.0
Uruguay,Salto,2021-05-31,UY,UY-SA,85495.0,55396.0,30099.0
Uruguay,San Jose,2021-05-31,UY,UY-SJ,95555.0,59497.0,36058.0
Uruguay,Soriano,2021-05-31,UY,UY-SO,79186.0,47000.0,32186.0
Uruguay,Tacuarembo,2021-05-31,UY,UY-TA,68358.0,42762.0,25596.0
Uruguay,Treinta y Tres,2021-05-31,UY,UY-TT,47189.0,27171.0,20018.0
Uruguay,Artigas,2021-06-01,UY,UY-AR,80011.0,50056.0,29955.0
Uruguay,Canelones,2021-06-01,UY,UY-CA,351015.0,243462.0,107553.0
Uruguay,Cerro Largo,2021-06-01,UY,UY-CL,74716.0,43539.0,31177.0
Uruguay,Colonia,2021-06-01,UY,UY-CO,109490.0,70939.0,38551.0
Uruguay,Durazno,2021-06-01,UY,UY-DU,68144.0,37477.0,30667.0
Uruguay,Flores,2021-06-01,UY,UY-FS,21964.0,14363.0,7601.0
Uruguay,Florida,2021-06-01,UY,UY-FD,66454.0,40069.0,26385.0
Uruguay,Lavalleja,2021-06-01,UY,UY-LA,57434.0,34897.0,22537.0
Uruguay,Maldonado,2021-06-01,UY,UY-MA,185185.0,116738.0,68447.0
Uruguay,Montevideo,2021-06-01,UY,UY-MO,1131370.0,729434.0,401936.0
Uruguay,Paysandu,2021-06-01,UY,UY-PA,86888.0,53750.0,33138.0
Uruguay,Rio Negro,2021-06-01,UY,UY-RN,44252.0,26172.0,18080.0
Uruguay,Rivera,2021-06-01,UY,UY-RV,106031.0,58768.0,47263.0
Uruguay,Rocha,2021-06-01,UY,UY-RO,64200.0,41029.0,23171.0
Uruguay,Salto,2021-06-01,UY,UY-SA,86958.0,56416.0,30542.0
Uruguay,San Jose,2021-06-01,UY,UY-SJ,97509.0,60891.0,36618.0
Uruguay,Soriano,2021-06-01,UY,UY-SO,80231.0,47786.0,32445.0
Uruguay,Tacuarembo,2021-06-01,UY,UY-TA,69713.0,43709.0,26004.0
Uruguay,Treinta y Tres,2021-06-01,UY,UY-TT,47805.0,27504.0,20301.0
Uruguay,Artigas,2021-06-02,UY,UY-AR,81532.0,51326.0,30206.0
Uruguay,Canelones,2021-06-02,UY,UY-CA,357553.0,248717.0,108836.0
Uruguay,Cerro Largo,2021-06-02,UY,UY-CL,75550.0,44131.0,31419.0
Uruguay,Colonia,2021-06-02,UY,UY-CO,111637.0,72572.0,39065.0
Uruguay,Durazno,2021-06-02,UY,UY-DU,68692.0,37843.0,30849.0
Uruguay,Flores,2021-06-02,UY,UY-FS,22408.0,14667.0,7741.0
Uruguay,Florida,2021-06-02,UY,UY-FD,67328.0,40728.0,26600.0
Uruguay,Lavalleja,2021-06-02,UY,UY-LA,58253.0,35506.0,22747.0
Uruguay,Maldonado,2021-06-02,UY,UY-MA,188067.0,119008.0,69059.0
Uruguay,Montevideo,2021-06-02,UY,UY-MO,1147419.0,741748.0,405671.0
Uruguay,Paysandu,2021-06-02,UY,UY-PA,88317.0,54638.0,33679.0
Uruguay,Rio Negro,2021-06-02,UY,UY-RN,44895.0,26663.0,18232.0
Uruguay,Rivera,2021-06-02,UY,UY-RV,106960.0,59391.0,47569.0
Uruguay,Rocha,2021-06-02,UY,UY-RO,65604.0,42121.0,23483.0
Uruguay,Salto,2021-06-02,UY,UY-SA,88540.0,57489.0,31051.0
Uruguay,San Jose,2021-06-02,UY,UY-SJ,99403.0,62273.0,37130.0
Uruguay,Soriano,2021-06-02,UY,UY-SO,81334.0,48605.0,32729.0
Uruguay,Tacuarembo,2021-06-02,UY,UY-TA,70995.0,44554.0,26441.0
Uruguay,Treinta y Tres,2021-06-02,UY,UY-TT,48461.0,27887.0,20574.0
Uruguay,Artigas,2021-06-03,UY,UY-AR,83082.0,52647.0,30435.0
Uruguay,Canelones,2021-06-03,UY,UY-CA,364398.0,254278.0,110120.0
Uruguay,Cerro Largo,2021-06-03,UY,UY-CL,76482.0,44794.0,31688.0
Uruguay,Colonia,2021-06-03,UY,UY-CO,113560.0,73942.0,39618.0
Uruguay,Durazno,2021-06-03,UY,UY-DU,69246.0,38226.0,31020.0
Uruguay,Flores,2021-06-03,UY,UY-FS,22845.0,14964.0,7881.0
Uruguay,Florida,2021-06-03,UY,UY-FD,68159.0,41352.0,26807.0
Uruguay,Lavalleja,2021-06-03,UY,UY-LA,58927.0,35963.0,22964.0
Uruguay,Maldonado,2021-06-03,UY,UY-MA,190950.0,121259.0,69691.0
Uruguay,Montevideo,2021-06-03,UY,UY-MO,1163469.0,754477.0,408992.0
Uruguay,Paysandu,2021-06-03,UY,UY-PA,89722.0,55479.0,34243.0
Uruguay,Rio Negro,2021-06-03,UY,UY-RN,45586.0,27196.0,18390.0
Uruguay,Rivera,2021-06-03,UY,UY-RV,107910.0,60035.0,47875.0
Uruguay,Rocha,2021-06-03,UY,UY-RO,66667.0,42723.0,23944.0
Uruguay,Salto,2021-06-03,UY,UY-SA,90110.0,58616.0,31494.0
Uruguay,San Jose,2021-06-03,UY,UY-SJ,101298.0,63560.0,37738.0
Uruguay,Soriano,2021-06-03,UY,UY-SO,82489.0,49475.0,33014.0
Uruguay,Tacuarembo,2021-06-03,UY,UY-TA,72294.0,45436.0,26858.0
Uruguay,Treinta y Tres,2021-06-03,UY,UY-TT,49041.0,28311.0,20730.0
Uruguay,Artigas,2021-06-04,UY,UY-AR,84396.0,53769.0,30627.0
Uruguay,Canelones,2021-06-04,UY,UY-CA,371731.0,260328.0,111403.0
Uruguay,Cerro Largo,2021-06-04,UY,UY-CL,77317.0,45449.0,31868.0
Uruguay,Colonia,2021-06-04,UY,UY-CO,115760.0,75470.0,40290.0
Uruguay,Durazno,2021-06-04,UY,UY-DU,69824.0,38597.0,31227.0
Uruguay,Flores,2021-06-04,UY,UY-FS,23150.0,15266.0,7884.0
Uruguay,Florida,2021-06-04,UY,UY-FD,68887.0,41872.0,27015.0
Uruguay,Lavalleja,2021-06-04,UY,UY-LA,59577.0,36402.0,23175.0
Uruguay,Maldonado,2021-06-04,UY,UY-MA,194149.0,123865.0,70284.0
Uruguay,Montevideo,2021-06-04,UY,UY-MO,1178274.0,766238.0,412036.0
Uruguay,Paysandu,2021-06-04,UY,UY-PA,91560.0,56764.0,34796.0
Uruguay,Rio Negro,2021-06-04,UY,UY-RN,46264.0,27722.0,18542.0
Uruguay,Rivera,2021-06-04,UY,UY-RV,108806.0,60625.0,48181.0
Uruguay,Rocha,2021-06-04,UY,UY-RO,67239.0,43288.0,23951.0
Uruguay,Salto,2021-06-04,UY,UY-SA,91719.0,59756.0,31963.0
Uruguay,San Jose,2021-06-04,UY,UY-SJ,103205.0,64895.0,38310.0
Uruguay,Soriano,2021-06-04,UY,UY-SO,83591.0,50302.0,33289.0
Uruguay,Tacuarembo,2021-06-04,UY,UY-TA,73566.0,46336.0,27230.0
Uruguay,Treinta y Tres,2021-06-04,UY,UY-TT,49501.0,28594.0,20907.0
Uruguay,Artigas,2021-06-05,UY,UY-AR,84957.0,54330.0,30627.0
Uruguay,Canelones,2021-06-05,UY,UY-CA,374237.0,262773.0,111464.0
Uruguay,Cerro Largo,2021-06-05,UY,UY-CL,77317.0,45449.0,31868.0
Uruguay,Colonia,2021-06-05,UY,UY-CO,116590.0,76287.0,40303.0
Uruguay,Durazno,2021-06-05,UY,UY-DU,70066.0,38833.0,31233.0
Uruguay,Flores,2021-06-05,UY,UY-FS,23150.0,15266.0,7884.0
Uruguay,Florida,2021-06-05,UY,UY-FD,68887.0,41872.0,27015.0
Uruguay,Lavalleja,2021-06-05,UY,UY-LA,60080.0,36905.0,23175.0
Uruguay,Maldonado,2021-06-05,UY,UY-MA,194584.0,124300.0,70284.0
Uruguay,Montevideo,2021-06-05,UY,UY-MO,1184500.0,770112.0,414388.0
Uruguay,Paysandu,2021-06-05,UY,UY-PA,92197.0,57233.0,34964.0
Uruguay,Rio Negro,2021-06-05,UY,UY-RN,46264.0,27722.0,18542.0
Uruguay,Rivera,2021-06-05,UY,UY-RV,108806.0,60625.0,48181.0
Uruguay,Rocha,2021-06-05,UY,UY-RO,67417.0,43451.0,23966.0
Uruguay,Salto,2021-06-05,UY,UY-SA,93061.0,61084.0,31977.0
Uruguay,San Jose,2021-06-05,UY,UY-SJ,103812.0,65502.0,38310.0
Uruguay,Soriano,2021-06-05,UY,UY-SO,83842.0,50553.0,33289.0
Uruguay,Tacuarembo,2021-06-05,UY,UY-TA,73566.0,46336.0,27230.0
Uruguay,Treinta y Tres,2021-06-05,UY,UY-TT,49587.0,28680.0,20907.0
Uruguay,Artigas,2021-06-06,UY,UY-AR,84957.0,54330.0,30627.0
Uruguay,Canelones,2021-06-06,UY,UY-CA,375153.0,263689.0,111464.0
Uruguay,Cerro Largo,2021-06-06,UY,UY-CL,77317.0,45449.0,31868.0
Uruguay,Colonia,2021-06-06,UY,UY-CO,116590.0,76287.0,40303.0
Uruguay,Durazno,2021-06-06,UY,UY-DU,70066.0,38833.0,31233.0
Uruguay,Flores,2021-06-06,UY,UY-FS,23150.0,15266.0,7884.0
Uruguay,Florida,2021-06-06,UY,UY-FD,68887.0,41872.0,27015.0
Uruguay,Lavalleja,2021-06-06,UY,UY-LA,60086.0,36911.0,23175.0
Uruguay,Maldonado,2021-06-06,UY,UY-MA,194584.0,124300.0,70284.0
Uruguay,Montevideo,2021-06-06,UY,UY-MO,1184500.0,770112.0,414388.0
Uruguay,Paysandu,2021-06-06,UY,UY-PA,92197.0,57233.0,34964.0
Uruguay,Rio Negro,2021-06-06,UY,UY-RN,46270.0,27728.0,18542.0
Uruguay,Rivera,2021-06-06,UY,UY-RV,108806.0,60625.0,48181.0
Uruguay,Rocha,2021-06-06,UY,UY-RO,67417.0,43451.0,23966.0
Uruguay,Salto,2021-06-06,UY,UY-SA,93061.0,61084.0,31977.0
Uruguay,San Jose,2021-06-06,UY,UY-SJ,103812.0,65502.0,38310.0
Uruguay,Soriano,2021-06-06,UY,UY-SO,83842.0,50553.0,33289.0
Uruguay,Tacuarembo,2021-06-06,UY,UY-TA,73566.0,46336.0,27230.0
Uruguay,Treinta y Tres,2021-06-06,UY,UY-TT,49743.0,28680.0,21063.0
Uruguay,Artigas,2021-06-07,UY,UY-AR,86035.0,55342.0,30693.0
Uruguay,Canelones,2021-06-07,UY,UY-CA,380958.0,269311.0,111647.0
Uruguay,Cerro Largo,2021-06-07,UY,UY-CL,78033.0,46094.0,31939.0
Uruguay,Colonia,2021-06-07,UY,UY-CO,117301.0,76642.0,40659.0
Uruguay,Durazno,2021-06-07,UY,UY-DU,70532.0,39211.0,31321.0
Uruguay,Flores,2021-06-07,UY,UY-FS,23547.0,15573.0,7974.0
Uruguay,Florida,2021-06-07,UY,UY-FD,69310.0,42239.0,27071.0
Uruguay,Lavalleja,2021-06-07,UY,UY-LA,60590.0,37327.0,23263.0
Uruguay,Maldonado,2021-06-07,UY,UY-MA,197110.0,126530.0,70580.0
Uruguay,Montevideo,2021-06-07,UY,UY-MO,1203178.0,786438.0,416740.0
Uruguay,Paysandu,2021-06-07,UY,UY-PA,93746.0,58494.0,35252.0
